frame,distances
431,205.0
432,213.0
433,171.0
434,82.0
435,49.0
436,67.0
437,70.0
438,3967.0
439,3848.0
440,10.0
441,273.0
442,3234.0
443,7405.0
444,43.0
445,1549.0
446,90.0
447,87.0
448,19.0
449,20.0
450,99.0
451,325.0
452,438.0
453,1247.0
454,119.0
455,1316.0
456,1342.0
457,119.0
458,70.0
459,297.0
460,0.0
461,104.0
462,104.0
463,106.0
464,106.0
465,0.0
466,0.0
467,21962.0
468,21580.0
469,182.0
470,60.0
471,1779.0
472,45.0
473,44.0
474,242.0
475,465.0
476,1491.0
477,200.0
478,68.0
479,1223.0
480,392.0
481,443.0
482,66.0
483,158.0
484,285.0
485,809.0
486,542.0
487,1045.0
488,865.0
489,19.0
490,254.0
491,38.0
492,61.0
493,61.0
494,1219.0
495,1038.0
496,270.0
497,202.0
498,280.0
499,0.0
500,15478.0
501,14815.0
502,823.0
503,962.0
504,977.0
505,941.0
506,938.0
507,1075.0
508,958.0
509,921.0
510,331.0
511,4523.0
512,3001.0
513,408.0
514,405.0
515,447.0
516,1628.0
517,1340.0
518,1228.0
519,946.0
520,897.0
521,935.0
522,105.0
523,325.0
524,344.0
525,305.0
526,1237.0
527,1288.0
528,1215.0
529,1203.0
530,1184.0
531,1295.0
532,1354.0
533,553.0
534,775.0
535,128.0
536,441.0
537,421.0
538,1021.0
539,138.0
540,50.0
541,841.0
542,541.0
543,129.0
544,215.0
545,10.0
546,1.0
547,161.0
548,139.0
549,189.0
550,113.0
551,209.0
552,154.0
553,89.0
554,44.0
555,165.0
556,183.0
557,234.0
558,1190.0
559,1522.0
560,449.0
561,349.0
562,778.0
563,130.0
564,153.0
565,172.0
566,936.0
567,231.0
568,62.0
569,453.0
570,855.0
571,3285.0
572,338.0
573,674.0
574,90.0
575,168.0
576,1128.0
577,1297.0
578,912.0
579,1626.0
580,1171.0
581,115.0
582,244.0
583,393.0
584,344.0
585,488.0
586,146.0
587,32.0
588,18.0
589,240.0
590,187.0
591,87.0
592,117.0
593,19.0
594,5792.0
595,2003.0
596,1511.0
597,565.0
598,679.0
599,1333.0
600,4667.0
601,6778.0
602,1205.0
603,3100.0
604,3632.0
605,84.0
606,1300.0
607,541.0
608,4049.0
609,2430.0
610,19.0
611,1836.0
612,520.0
613,1215.0
614,683.0
615,1157.0
616,1407.0
617,651.0
618,1455.0
619,74.0
620,256.0
621,323.0
622,298.0
623,270.0
624,553.0
625,1583.0
626,951.0
627,754.0
628,142.0
629,1289.0
630,119.0
631,1471.0
632,161.0
633,134.0
634,1197.0
635,82.0
636,1058.0
637,179.0
638,39.0
639,6473.0
640,6555.0
641,75.0
642,167.0
643,0.0
644,0.0
645,396.0
646,6547.0
647,110.0
648,120.0
649,303.0
650,319.0
651,103.0
652,125.0
653,2702.0
654,299.0
655,462.0
656,1832.0
657,23.0
658,856.0
659,91.0
660,107.0
661,45.0
662,135.0
663,48.0
664,51.0
665,461.0
666,6.0
667,119.0
668,256.0
669,197.0
670,159.0
671,4243.0
672,617.0
673,530.0
674,9.0
675,915.0
676,837.0
677,1678.0
678,1762.0
679,1172.0
680,1247.0
681,357.0
682,483.0
683,48.0
684,64.0
685,313.0
686,197.0
687,1300.0
688,649.0
689,1040.0
690,531.0
691,102.0
692,112.0
693,534.0
694,711.0
695,547.0
696,529.0
697,145.0
698,2953.0
699,185.0
700,616.0
701,2170.0
702,1710.0
703,805.0
704,661.0
705,13.0
706,972.0
707,1257.0
708,186.0
709,266.0
710,159.0
711,140.0
712,987.0
713,480.0
714,103.0
715,197.0
716,417.0
717,583.0
718,133.0
719,18.0
720,555.0
721,405.0
722,22.0
723,151.0
724,265.0
725,92.0
726,2475.0
727,546.0
728,35.0
729,30.0
730,450.0
731,463.0
732,262.0
733,2299.0
734,342.0
735,487.0
736,975.0
737,256.0
738,294.0
739,907.0
740,1342.0
741,650.0
742,692.0
743,1284.0
744,959.0
745,982.0
746,580.0
747,298.0
748,527.0
749,1667.0
750,571.0
751,613.0
752,830.0
753,3719.0
754,3630.0
755,3177.0
756,3672.0
757,6214.0
758,6340.0
759,527.0
760,7653.0
761,99.0
762,398.0
763,16.0
764,16.0
765,0.0
766,0.0
767,1112.0
768,1112.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,10773.0
785,10351.0
786,58.0
787,364.0
788,311.0
789,87.0
790,162.0
791,153.0
792,95.0
793,178.0
794,215.0
795,198.0
796,137.0
797,72.0
798,54.0
799,410.0
800,475.0
801,199.0
802,252.0
803,187.0
804,282.0
805,217.0
806,185.0
807,325.0
808,161.0
809,123.0
810,180.0
811,119.0
812,118.0
813,161.0
814,224.0
815,284.0
816,69.0
817,20.0
818,136.0
819,128.0
820,154.0
821,33.0
822,89.0
823,89.0
824,343.0
825,343.0
826,273.0
827,212.0
828,241.0
829,302.0
830,145.0
831,145.0
832,282.0
833,221.0
834,228.0
835,289.0
836,250.0
837,180.0
838,244.0
839,335.0
840,277.0
841,196.0
842,9061.0
843,8466.0
844,546.0
845,184.0
846,123.0
847,145.0
848,176.0
849,31.0
850,239.0
851,225.0
852,62.0
853,21.0
854,23.0
855,1632.0
856,1413.0
857,1296.0
858,1195.0
859,1039.0
860,1055.0
861,981.0
862,971.0
863,10.0
864,140.0
865,26.0
866,48.0
867,891.0
868,902.0
869,70.0
870,902.0
871,779.0
872,770.0
873,743.0
874,47.0
875,120.0
876,165.0
877,132.0
878,27.0
879,79.0
880,30.0
881,23.0
882,55.0
883,52.0
884,54.0
885,31.0
886,1459.0
887,1075.0
888,967.0
889,1094.0
890,1931.0
891,1943.0
892,1788.0
893,1751.0
894,283.0
895,4770.0
896,4221.0
897,1176.0
898,1265.0
899,1431.0
900,1580.0
901,1580.0
902,1428.0
903,1242.0
904,1301.0
905,1092.0
906,1041.0
907,1066.0
908,1076.0
909,418.0
910,191.0
911,443.0
912,87.0
913,455.0
914,190.0
915,47.0
916,259.0
917,170.0
918,254.0
919,172.0
920,146.0
921,99.0
922,233.0
923,238.0
924,87.0
925,266.0
926,92.0
927,866.0
928,1216.0
929,1766.0
930,180.0
931,123.0
932,102.0
933,66.0
934,60.0
935,50.0
936,24.0
937,118.0
938,105.0
939,210.0
940,210.0
941,105.0
942,0.0
943,91.0
944,26.0
945,95.0
946,318.0
947,0.0
948,75.0
949,136.0
950,210.0
951,209.0
952,210.0
953,197.0
954,197.0
955,6593.0
956,5419.0
957,807.0
958,41.0
959,114.0
960,106.0
961,131.0
962,26.0
963,210.0
964,1.0
965,1.0
966,105.0
967,0.0
968,105.0
969,224.0
970,58.0
971,167.0
972,0.0
973,299.0
974,19.0
975,20.0
976,1.0
977,132.0
978,168.0
979,206.0
980,128.0
981,128.0
982,0.0
983,128.0
984,0.0
985,1.0
986,0.0
987,0.0
988,0.0
989,75.0
990,75.0
991,106.0
992,31.0
993,75.0
994,0.0
995,417.0
996,175.0
997,425.0
998,102.0
999,245.0
1000,439.0
1001,29.0
1002,31.0
1003,77.0
1004,150.0
1005,0.0
1006,0.0
1007,6712.0
1008,5743.0
1009,758.0
1010,195.0
1011,59.0
1012,108.0
1013,85.0
1014,86.0
1015,77.0
1016,257.0
1017,195.0
1018,646.0
1019,273.0
1020,3268.0
1021,2948.0
1022,3506.0
1023,852.0
1024,955.0
1025,3877.0
1026,3369.0
1027,3273.0
1028,3151.0
1029,3275.0
1030,1036.0
1031,1011.0
1032,686.0
1033,1122.0
1034,998.0
1035,922.0
1036,35.0
1037,1358.0
1038,1323.0
1039,1093.0
1040,839.0
1041,2880.0
1042,2801.0
1043,2830.0
1044,2624.0
1045,3023.0
1046,3026.0
1047,3311.0
1048,3406.0
1049,2931.0
1050,3004.0
1051,3264.0
1052,3138.0
1053,3406.0
1054,3598.0
1055,3890.0
1056,3874.0
1057,4045.0
1058,4119.0
1059,5360.0
1060,5283.0
1061,75.0
1062,5337.0
1063,5262.0
1064,6297.0
1065,89.0
1066,556.0
1067,51.0
1068,319.0
1069,1.0
1070,4.0
1071,104.0
1072,602.0
1073,1165.0
1074,1315.0
1075,2483.0
1076,248.0
1077,360.0
1078,62.0
1079,220.0
1080,2.0
1081,512.0
1082,723.0
1083,415.0
1084,459.0
1085,877.0
1086,113.0
1087,501.0
1088,686.0
1089,328.0
1090,613.0
1091,402.0
1092,63.0
1093,368.0
1094,44.0
1095,497.0
1096,389.0
1097,9.0
1098,210.0
1099,354.0
1100,92.0
1101,169.0
1102,406.0
1103,63.0
1104,758.0
1105,620.0
1106,561.0
1107,180.0
1108,420.0
1109,60.0
1110,320.0
1111,129.0
1112,4238.0
1113,4317.0
1114,4128.0
1115,4125.0
1116,4088.0
1117,4198.0
1118,4034.0
1119,3669.0
1120,3349.0
1121,2357.0
1122,213.0
1123,1100.0
1124,540.0
1125,179.0
1126,2719.0
1127,2827.0
1128,2946.0
1129,3170.0
1130,3059.0
1131,3187.0
1132,105.0
1133,3097.0
1134,3146.0
1135,722.0
1136,398.0
1137,177.0
1138,703.0
1139,79.0
1140,0.0
1141,43.0
1142,105.0
1143,61.0
1144,17.0
1145,38.0
1146,23.0
1147,322.0
1148,129.0
1149,433.0
1150,292.0
1151,3144.0
1152,2836.0
1153,244.0
1154,95.0
1155,259.0
1156,265.0
1157,698.0
1158,316.0
1159,174.0
1160,25.0
1161,656.0
1162,0.0
1163,247.0
1164,6296.0
1165,189.0
1166,386.0
1167,1240.0
1168,30.0
1169,4321.0
1170,158.0
1171,221.0
1172,3864.0
1173,644.0
1174,143.0
1175,262.0
1176,256.0
1177,4659.0
1178,76.0
1179,419.0
1180,38.0
1181,174.0
1182,265.0
1183,7829.0
1184,6833.0
1185,1990.0
1186,2642.0
1187,2457.0
1188,2211.0
1189,2120.0
1190,2442.0
1191,2269.0
1192,1650.0
1193,588.0
1194,1150.0
1195,379.0
1196,439.0
1197,141.0
1198,42.0
1199,560.0
1200,563.0
1201,155.0
1202,24.0
1203,18.0
1204,290.0
1205,108.0
1206,360.0
1207,97.0
1208,270.0
1209,56.0
1210,1243.0
1211,1275.0
1212,244.0
1213,275.0
1214,607.0
1215,140.0
1216,211.0
1217,604.0
1218,119.0
1219,145.0
1220,0.0
1221,256.0
1222,17.0
1223,107.0
1224,123.0
1225,135.0
1226,246.0
1227,88.0
1228,130.0
1229,95.0
1230,187.0
1231,381.0
1232,691.0
1233,134.0
1234,384.0
1235,348.0
1236,40.0
1237,1621.0
1238,1612.0
1239,1354.0
1240,1372.0
1241,1351.0
1242,1419.0
1243,73.0
1244,91.0
1245,70.0
1246,5.0
1247,120.0
1248,176.0
1249,1074.0
1250,1101.0
1251,1136.0
1252,1158.0
1253,253.0
1254,105.0
1255,26.0
1256,122.0
1257,69.0
1258,812.0
1259,636.0
1260,394.0
1261,496.0
1262,613.0
1263,559.0
1264,97.0
1265,54.0
1266,1073.0
1267,1189.0
1268,1140.0
1269,1040.0
1270,984.0
1271,1095.0
1272,159.0
1273,171.0
1274,202.0
1275,241.0
1276,30.0
1277,70.0
1278,237.0
1279,4080.0
1280,3460.0
1281,77.0
1282,243.0
1283,67.0
1284,33.0
1285,193.0
1286,268.0
1287,201.0
1288,385.0
1289,351.0
1290,320.0
1291,194.0
1292,151.0
1293,262.0
1294,152.0
1295,40.0
1296,150.0
1297,371.0
1298,353.0
1299,132.0
1300,299.0
1301,0.0
1302,420.0
1303,345.0
1304,328.0
1305,205.0
1306,14.0
1307,133.0
1308,30.0
1309,315.0
1310,258.0
1311,145.0
1312,323.0
1313,467.0
1314,451.0
1315,420.0
1316,593.0
1317,557.0
1318,1662.0
1319,1571.0
1320,1334.0
1321,1264.0
1322,1288.0
1323,1527.0
1324,126.0
1325,1402.0
1326,1158.0
1327,42.0
1328,190.0
1329,43.0
1330,84.0
1331,93.0
1332,170.0
1333,854.0
1334,155.0
1335,335.0
1336,186.0
1337,219.0
1338,536.0
1339,153.0
1340,156.0
1341,246.0
1342,203.0
1343,268.0
1344,311.0
1345,269.0
1346,127.0
1347,59.0
1348,306.0
1349,268.0
1350,194.0
1351,66.0
1352,140.0
1353,236.0
1354,237.0
1355,0.0
1356,0.0
1357,75.0
1358,312.0
1359,128.0
1360,47.0
1361,36.0
1362,99.0
1363,131.0
1364,43.0
1365,307.0
1366,543.0
1367,1.0
1368,75.0
1369,74.0
1370,105.0
1371,106.0
1372,333.0
1373,2149.0
1374,2104.0
1375,1894.0
1376,1661.0
1377,1561.0
1378,1434.0
1379,486.0
1380,853.0
1381,794.0
1382,798.0
1383,102.0
1384,469.0
1385,0.0
1386,75.0
1387,0.0
1388,73.0
1389,2.0
1390,0.0
1391,129.0
1392,127.0
1393,104.0
1394,106.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,5126.0
1408,7072.0
1409,10174.0
1410,1300.0
1411,297.0
1412,176.0
1413,223.0
1414,332.0
1415,538.0
1416,53.0
1417,334.0
1418,63.0
1419,441.0
1420,2298.0
1421,2614.0
1422,444.0
1423,326.0
1424,259.0
1425,143.0
1426,210.0
1427,118.0
1428,257.0
1429,110.0
1430,62.0
1431,129.0
1432,157.0
1433,94.0
1434,434.0
1435,2556.0
1436,79.0
1437,629.0
1438,490.0
1439,277.0
1440,679.0
1441,355.0
1442,304.0
1443,272.0
1444,514.0
1445,457.0
1446,631.0
1447,196.0
1448,133.0
1449,169.0
1450,1240.0
1451,1081.0
1452,1170.0
1453,1358.0
1454,905.0
1455,826.0
1456,1253.0
1457,1246.0
1458,914.0
1459,679.0
1460,397.0
1461,1077.0
1462,886.0
1463,628.0
1464,4.0
1465,145.0
1466,321.0
1467,524.0
1468,54.0
1469,648.0
1470,405.0
1471,687.0
1472,835.0
1473,203.0
1474,75.0
1475,0.0
1476,309.0
1477,9334.0
1478,8579.0
1479,544.0
1480,259.0
1481,2123.0
1482,1536.0
1483,1248.0
1484,1770.0
1485,1986.0
1486,1882.0
1487,675.0
1488,501.0
1489,83.0
1490,296.0
1491,398.0
1492,199.0
1493,241.0
1494,416.0
1495,416.0
1496,27.0
1497,75.0
1498,29.0
1499,131.0
1500,468.0
1501,630.0
1502,421.0
1503,247.0
1504,190.0
1505,333.0
1506,104.0
1507,196.0
1508,10.0
1509,133.0
1510,75.0
1511,1.0
1512,105.0
1513,31.0
1514,73.0
1515,2.0
1516,0.0
1517,75.0
1518,276.0
1519,3047.0
1520,2825.0
1521,2465.0
1522,2748.0
1523,2938.0
1524,2797.0
1525,52.0
1526,481.0
1527,178.0
1528,179.0
1529,1.0
1530,1.0
1531,1.0
1532,0.0
1533,0.0
1534,0.0
1535,3647.0
1536,3198.0
1537,251.0
1538,82.0
1539,56.0
1540,1.0
1541,2.0
1542,25.0
1543,142.0
1544,44.0
1545,74.0
1546,224.0
1547,129.0
1548,95.0
1549,149.0
1550,54.0
1551,160.0
1552,106.0
1553,41.0
1554,223.0
1555,166.0
1556,57.0
1557,74.0
1558,74.0
1559,224.0
1560,167.0
1561,269.0
1562,952.0
1563,803.0
1564,436.0
1565,1438.0
1566,1247.0
1567,1542.0
1568,1559.0
1569,354.0
1570,255.0
1571,73.0
1572,271.0
1573,658.0
1574,613.0
1575,277.0
1576,247.0
1577,784.0
1578,554.0
1579,2372.0
1580,2492.0
1581,1590.0
1582,1691.0
1583,2022.0
1584,1899.0
1585,323.0
1586,488.0
1587,85.0
1588,2349.0
1589,2243.0
1590,1916.0
1591,1881.0
1592,1948.0
1593,2018.0
1594,196.0
1595,319.0
1596,229.0
1597,331.0
1598,346.0
1599,394.0
1600,450.0
1601,265.0
1602,7896.0
1603,6440.0
1604,1302.0
1605,277.0
1606,82.0
1607,66.0
1608,26.0
1609,235.0
1610,173.0
1611,173.0
1612,44.0
1613,164.0
1614,58.0
1615,289.0
1616,318.0
1617,132.0
1618,314.0
1619,155.0
1620,6.0
1621,195.0
1622,195.0
1623,37.0
1624,187.0
1625,248.0
1626,173.0
1627,136.0
1628,98.0
1629,281.0
1630,392.0
1631,235.0
1632,130.0
1633,155.0
1634,108.0
1635,79.0
1636,195.0
1637,47.0
1638,1238.0
1639,1110.0
1640,1050.0
1641,901.0
1642,804.0
1643,997.0
1644,106.0
1645,154.0
1646,112.0
1647,82.0
1648,909.0
1649,692.0
1650,493.0
1651,596.0
1652,599.0
1653,703.0
1654,702.0
1655,744.0
1656,45.0
1657,212.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,8402.0
1664,6822.0
1665,774.0
1666,806.0
1667,539.0
1668,410.0
1669,127.0
1670,286.0
1671,488.0
1672,701.0
1673,349.0
1674,199.0
1675,142.0
1676,217.0
1677,333.0
1678,287.0
1679,45.0
1680,141.0
1681,317.0
1682,94.0
1683,419.0
1684,185.0
1685,484.0
1686,171.0
1687,21.0
1688,495.0
1689,645.0
1690,458.0
1691,427.0
1692,318.0
1693,1.0
1694,159.0
1695,163.0
1696,147.0
1697,387.0
1698,669.0
1699,2.0
1700,2.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,136.0
1707,63.0
1708,24.0
1709,96.0
1710,105.0
1711,354.0
1712,64.0
1713,113.0
1714,281.0
1715,80.0
1716,308.0
1717,424.0
1718,423.0
1719,568.0
1720,440.0
1721,165.0
1722,294.0
1723,806.0
1724,806.0
1725,375.0
1726,92.0
1727,185.0
1728,485.0
1729,221.0
1730,386.0
1731,72.0
1732,507.0
1733,580.0
1734,603.0
1735,602.0
1736,665.0
1737,358.0
1738,429.0
1739,609.0
1740,298.0
1741,298.0
1742,611.0
1743,366.0
1744,87.0
1745,360.0
1746,1503.0
1747,1703.0
1748,1153.0
1749,1036.0
1750,1039.0
1751,1241.0
1752,54.0
1753,366.0
1754,233.0
1755,202.0
1756,173.0
1757,1472.0
1758,1492.0
1759,1158.0
1760,1022.0
1761,1268.0
1762,1281.0
1763,1255.0
1764,1400.0
1765,323.0
1766,480.0
1767,267.0
1768,239.0
1769,371.0
1770,285.0
1771,4.0
1772,210.0
1773,19.0
1774,160.0
1775,3.0
1776,26.0
1777,29.0
1778,83.0
1779,45.0
1780,2066.0
1781,1589.0
1782,1695.0
1783,2052.0
1784,1616.0
1785,1443.0
1786,1777.0
1787,1803.0
1788,1527.0
1789,1635.0
1790,1597.0
1791,2583.0
1792,3854.0
1793,276.0
1794,347.0
1795,618.0
1796,497.0
1797,323.0
1798,640.0
1799,178.0
1800,151.0
1801,188.0
1802,60.0
1803,619.0
1804,53.0
1805,477.0
1806,472.0
1807,560.0
1808,207.0
1809,1352.0
1810,1341.0
1811,1207.0
1812,491.0
1813,311.0
1814,1365.0
1815,219.0
1816,278.0
1817,5948.0
1818,5069.0
1819,791.0
1820,23.0
1821,99.0
1822,18.0
1823,177.0
1824,271.0
1825,72.0
1826,1.0
1827,0.0
1828,75.0
1829,75.0
1830,1.0
1831,74.0
1832,0.0
1833,0.0
1834,75.0
1835,0.0
1836,0.0
1837,0.0
1838,75.0
1839,184.0
1840,184.0
1841,75.0
1842,75.0
1843,75.0
1844,103.0
1845,28.0
1846,54.0
1847,128.0
1848,74.0
1849,75.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,1.0
1860,1.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,167.0
1876,1722.0
1877,86.0
1878,1591.0
1879,1527.0
1880,1489.0
1881,2321.0
1882,770.0
1883,2761.0
1884,2344.0
1885,2500.0
1886,2581.0
1887,2134.0
1888,196.0
1889,358.0
1890,494.0
1891,632.0
1892,655.0
1893,235.0
1894,18.0
1895,334.0
1896,234.0
1897,481.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,75.0
1903,732.0
1904,701.0
1905,810.0
1906,556.0
1907,7930.0
1908,7407.0
1909,607.0
1910,275.0
1911,0.0
1912,74.0
1913,75.0
1914,124.0
1915,112.0
1916,161.0
1917,1654.0
1918,1600.0
1919,4910.0
1920,4146.0
1921,765.0
1922,1460.0
1923,228.0
1924,917.0
1925,859.0
1926,895.0
1927,1053.0
1928,1118.0
1929,908.0
1930,880.0
1931,631.0
1932,551.0
1933,1088.0
1934,753.0
1935,519.0
1936,492.0
1937,538.0
1938,410.0
1939,521.0
1940,1260.0
1941,1259.0
1942,1066.0
1943,1194.0
1944,1090.0
1945,1008.0
1946,222.0
1947,1379.0
1948,1409.0
1949,1561.0
1950,1434.0
1951,1557.0
1952,1586.0
1953,1582.0
1954,1627.0
1955,1482.0
1956,1528.0
1957,1522.0
1958,1643.0
1959,1282.0
1960,1010.0
1961,1098.0
1962,942.0
1963,648.0
1964,1099.0
1965,1110.0
1966,1071.0
1967,1243.0
1968,1149.0
1969,1085.0
1970,1316.0
1971,263.0
1972,1203.0
1973,1293.0
1974,975.0
1975,795.0
1976,1094.0
1977,1305.0
1978,1178.0
1979,1304.0
1980,1264.0
1981,1191.0
1982,1184.0
1983,1038.0
1984,781.0
1985,617.0
1986,768.0
1987,980.0
1988,918.0
1989,805.0
1990,899.0
1991,1062.0
1992,1026.0
1993,1101.0
1994,110.0
1995,1042.0
1996,853.0
1997,819.0
1998,961.0
1999,989.0
2000,1146.0
2001,1104.0
2002,1014.0
2003,934.0
2004,899.0
2005,718.0
2006,597.0
2007,548.0
2008,570.0
2009,752.0
2010,560.0
2011,525.0
2012,714.0
2013,694.0
2014,560.0
2015,539.0
2016,583.0
2017,466.0
2018,899.0
2019,1.0
2020,901.0
2021,491.0
2022,384.0
2023,394.0
2024,885.0
2025,907.0
2026,1000.0
2027,1131.0
2028,1285.0
2029,238.0
2030,308.0
2031,73.0
2032,41.0
2033,204.0
2034,179.0
2035,256.0
2036,121.0
2037,151.0
2038,118.0
2039,271.0
2040,47.0
2041,246.0
2042,644.0
2043,720.0
2044,362.0
2045,132.0
2046,543.0
2047,4544.0
2048,4260.0
2049,23.0
2050,168.0
2051,33.0
2052,144.0
2053,125.0
2054,77.0
2055,106.0
2056,0.0
2057,106.0
2058,31.0
2059,12969.0
2060,10598.0
2061,2166.0
2062,64.0
2063,467.0
2064,552.0
2065,50.0
2066,213.0
2067,293.0
2068,87.0
2069,116.0
