frame,distances
0,15489.0
1,3222.0
2,16415.0
3,3709.0
4,15130.0
5,3410.0
6,13401.0
7,2147.0
8,11539.0
9,2867.0
10,12003.0
11,1801.0
12,12011.0
13,3534.0
14,11512.0
15,4667.0
16,34613.0
17,9114.0
18,6839.0
19,8455.0
20,10396.0
21,10899.0
22,14832.0
23,8330.0
24,13264.0
