frame,distances
199,24791.0
200,28836.0
201,5674.0
202,237.0
203,579.0
204,1136.0
205,896.0
206,732.0
207,1297.0
208,24.0
209,2706.0
210,549.0
211,273.0
212,239.0
213,190.0
214,955.0
215,1257.0
216,1761.0
217,2382.0
218,2457.0
219,2426.0
220,1127.0
221,34.0
222,23173.0
223,23850.0
224,468.0
225,256.0
226,438.0
227,1584.0
228,440.0
229,1617.0
230,39.0
231,1256.0
232,76.0
233,44.0
234,1542.0
235,2302.0
236,3265.0
237,1261.0
238,532.0
239,232.0
240,2987.0
241,610.0
242,746.0
243,719.0
244,665.0
245,222.0
246,22896.0
247,23702.0
248,2138.0
249,256.0
250,4504.0
251,133.0
252,1297.0
253,2410.0
254,667.0
255,1221.0
256,1560.0
257,746.0
258,538.0
259,859.0
260,531.0
261,1438.0
262,237.0
263,1362.0
264,146.0
265,54.0
266,1495.0
267,62.0
268,500.0
269,955.0
270,19821.0
271,18295.0
272,25.0
273,264.0
274,1014.0
275,135.0
276,768.0
277,129.0
278,218.0
279,2784.0
280,2231.0
281,10298.0
282,2594.0
283,467.0
284,4122.0
285,192.0
286,830.0
287,168.0
288,280.0
289,150.0
290,654.0
291,19617.0
292,2912.0
293,62.0
294,3843.0
295,3496.0
296,311.0
297,257.0
298,4826.0
299,2467.0
300,2825.0
301,2961.0
302,2792.0
303,1091.0
304,2327.0
305,986.0
306,736.0
307,196.0
308,1645.0
309,63.0
310,27169.0
311,23217.0
312,2032.0
313,3429.0
314,170.0
315,2423.0
316,732.0
317,530.0
318,4926.0
319,5602.0
320,903.0
321,260.0
322,748.0
323,805.0
324,1380.0
325,389.0
326,7.0
327,290.0
328,957.0
329,461.0
330,770.0
331,945.0
332,375.0
333,3440.0
334,2500.0
335,3497.0
336,2964.0
337,3316.0
338,26861.0
339,18889.0
340,10864.0
341,11571.0
342,11053.0
343,603.0
344,10180.0
345,11856.0
346,9161.0
347,1463.0
348,553.0
349,743.0
350,4371.0
351,556.0
352,1712.0
353,667.0
354,224.0
355,169.0
356,583.0
357,428.0
358,1079.0
359,250.0
360,9760.0
361,10208.0
362,278.0
363,729.0
364,338.0
365,22.0
366,11142.0
367,10609.0
368,318.0
369,815.0
370,109.0
371,398.0
372,9.0
373,39.0
374,489.0
375,315.0
376,113.0
377,487.0
378,134.0
379,382.0
380,92.0
381,1243.0
382,148.0
383,9577.0
384,7491.0
385,2333.0
386,2678.0
387,4197.0
388,3774.0
389,19163.0
390,27437.0
391,23672.0
392,14.0
393,367.0
394,85.0
395,241.0
396,2.0
397,41.0
398,576.0
399,161.0
400,440.0
401,237.0
402,16.0
403,75.0
404,110.0
405,155.0
406,25.0
407,391.0
408,55.0
409,375.0
410,93.0
411,163.0
412,66.0
413,205.0
414,15839.0
415,15535.0
416,341.0
417,108.0
418,92.0
419,440.0
420,114.0
421,612.0
422,26.0
423,94.0
424,70.0
425,103.0
426,129.0
427,179.0
428,153.0
429,129.0
430,249.0
431,367.0
432,521.0
433,142.0
434,53.0
435,42.0
436,322.0
437,440.0
438,17812.0
439,18173.0
440,206.0
441,17.0
442,7245.0
443,32035.0
444,191.0
445,5103.0
446,2691.0
447,68.0
448,111.0
449,319.0
450,609.0
451,848.0
452,1349.0
453,4930.0
454,794.0
455,2085.0
456,4496.0
457,381.0
458,1609.0
459,2446.0
460,0.0
461,852.0
462,852.0
463,520.0
464,520.0
465,0.0
466,0.0
467,39604.0
468,37452.0
469,252.0
470,574.0
471,8429.0
472,227.0
473,71.0
474,152.0
475,1209.0
476,7508.0
477,337.0
478,729.0
479,5875.0
480,475.0
481,133.0
482,1995.0
483,2200.0
484,1077.0
485,6021.0
486,1679.0
487,3697.0
488,3190.0
489,477.0
490,877.0
491,252.0
492,395.0
493,147.0
494,4268.0
495,3778.0
496,644.0
497,382.0
498,516.0
499,780.0
500,33789.0
501,30932.0
502,2759.0
503,3282.0
504,3224.0
505,3209.0
506,3270.0
507,3720.0
508,3551.0
509,3854.0
510,1224.0
511,24000.0
512,15948.0
513,2414.0
514,2326.0
515,2341.0
516,8516.0
517,4542.0
518,3694.0
519,3582.0
520,3998.0
521,4702.0
522,1958.0
523,1784.0
524,1587.0
525,1730.0
526,5057.0
527,4774.0
528,3670.0
529,3765.0
530,5203.0
531,5284.0
532,5354.0
533,2985.0
534,3186.0
535,682.0
536,3052.0
537,2421.0
538,4751.0
539,805.0
540,1292.0
541,4036.0
542,2443.0
543,570.0
544,389.0
545,713.0
546,65.0
547,49.0
548,340.0
549,846.0
550,37.0
551,2452.0
552,514.0
553,418.0
554,424.0
555,617.0
556,612.0
557,1274.0
558,5716.0
559,6850.0
560,1430.0
561,1603.0
562,2819.0
563,848.0
564,494.0
565,872.0
566,2578.0
567,1467.0
568,223.0
569,2718.0
570,4455.0
571,11094.0
572,5709.0
573,3435.0
574,6085.0
575,5434.0
576,578.0
577,2248.0
578,1755.0
579,7975.0
580,6774.0
581,2040.0
582,3755.0
583,671.0
584,1963.0
585,2008.0
586,397.0
587,207.0
588,550.0
589,1814.0
590,161.0
591,469.0
592,1215.0
593,2994.0
594,32251.0
595,1884.0
596,877.0
597,2169.0
598,476.0
599,2035.0
600,1464.0
601,15231.0
602,3762.0
603,1454.0
604,6582.0
605,2766.0
606,2857.0
607,1467.0
608,8346.0
609,285.0
610,2534.0
611,1123.0
612,2102.0
613,1519.0
614,1137.0
615,1912.0
616,7435.0
617,2637.0
618,4557.0
619,844.0
620,753.0
621,1077.0
622,837.0
623,1036.0
624,2737.0
625,5807.0
626,3127.0
627,2554.0
628,60.0
629,3928.0
630,641.0
631,4437.0
632,484.0
633,251.0
634,3313.0
635,1424.0
636,3281.0
637,349.0
638,352.0
639,23767.0
640,23508.0
641,761.0
642,898.0
643,0.0
644,0.0
645,2470.0
646,26560.0
647,329.0
648,726.0
649,587.0
650,614.0
651,173.0
652,4049.0
653,16036.0
654,1588.0
655,375.0
656,6880.0
657,1835.0
658,3140.0
659,77.0
660,24.0
661,35.0
662,2.0
663,130.0
664,699.0
665,2638.0
666,132.0
667,623.0
668,1293.0
669,404.0
670,167.0
671,27406.0
672,1260.0
673,160.0
674,132.0
675,385.0
676,568.0
677,12450.0
678,13181.0
679,10145.0
680,7731.0
681,2025.0
682,2739.0
683,528.0
684,1499.0
685,2862.0
686,1783.0
687,7490.0
688,3820.0
689,6417.0
690,4167.0
691,16.0
692,1078.0
693,3014.0
694,5179.0
695,3253.0
696,3425.0
697,78.0
698,16587.0
699,4191.0
700,1629.0
701,14288.0
702,15193.0
703,451.0
704,488.0
705,279.0
706,10117.0
707,8010.0
708,269.0
709,1143.0
710,211.0
711,1021.0
712,6565.0
713,8624.0
714,1061.0
715,3662.0
716,3111.0
717,7772.0
718,854.0
719,3662.0
720,791.0
721,4113.0
722,106.0
723,2714.0
724,3336.0
725,14.0
726,19671.0
727,3154.0
728,1451.0
729,1534.0
730,1703.0
731,1897.0
732,1449.0
733,16696.0
734,3132.0
735,3698.0
736,4950.0
737,1881.0
738,1085.0
739,5448.0
740,8067.0
741,333.0
742,4957.0
743,5032.0
744,1861.0
745,1731.0
746,500.0
747,2575.0
748,1645.0
749,4583.0
750,3123.0
751,2922.0
752,4127.0
753,32847.0
754,2947.0
755,3426.0
756,5795.0
757,8623.0
758,4614.0
759,5281.0
760,40524.0
761,1177.0
762,1801.0
763,480.0
764,481.0
765,0.0
766,0.0
767,4999.0
768,4998.0
769,1.0
770,0.0
771,0.0
772,1.0
773,1.0
774,0.0
775,0.0
776,0.0
777,255.0
778,255.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,37782.0
785,35700.0
786,19.0
787,2063.0
788,1878.0
789,464.0
790,450.0
791,341.0
792,396.0
793,663.0
794,697.0
795,720.0
796,1059.0
797,1104.0
798,116.0
799,1026.0
800,522.0
801,571.0
802,1517.0
803,1209.0
804,1151.0
805,1085.0
806,1116.0
807,1166.0
808,1098.0
809,1146.0
810,889.0
811,1031.0
812,931.0
813,547.0
814,579.0
815,808.0
816,315.0
817,114.0
818,517.0
819,657.0
820,1477.0
821,363.0
822,1540.0
823,1268.0
824,912.0
825,231.0
826,551.0
827,1110.0
828,1094.0
829,1247.0
830,1204.0
831,932.0
832,502.0
833,569.0
834,1069.0
835,1213.0
836,1093.0
837,1877.0
838,1768.0
839,1289.0
840,1151.0
841,447.0
842,30702.0
843,27628.0
844,3788.0
845,466.0
846,268.0
847,718.0
848,83.0
849,1104.0
850,2737.0
851,2008.0
852,1135.0
853,387.0
854,2.0
855,5954.0
856,3919.0
857,4495.0
858,4697.0
859,4472.0
860,4631.0
861,4556.0
862,4610.0
863,479.0
864,1016.0
865,83.0
866,253.0
867,3931.0
868,4701.0
869,372.0
870,4080.0
871,3575.0
872,3506.0
873,3775.0
874,328.0
875,296.0
876,415.0
877,636.0
878,471.0
879,286.0
880,1205.0
881,1488.0
882,551.0
883,324.0
884,213.0
885,160.0
886,7006.0
887,4799.0
888,4834.0
889,6089.0
890,8029.0
891,7434.0
892,7085.0
893,6458.0
894,2585.0
895,25215.0
896,22170.0
897,5431.0
898,5250.0
899,5712.0
900,7131.0
901,7897.0
902,6866.0
903,6070.0
904,5061.0
905,4874.0
906,5827.0
907,5234.0
908,5148.0
909,2689.0
910,1138.0
911,2344.0
912,58.0
913,1130.0
914,1302.0
915,144.0
916,1024.0
917,45.0
918,681.0
919,811.0
920,474.0
921,122.0
922,838.0
923,492.0
924,631.0
925,1422.0
926,466.0
927,3001.0
928,3869.0
929,6486.0
930,450.0
931,137.0
932,326.0
933,515.0
934,376.0
935,324.0
936,92.0
937,934.0
938,784.0
939,797.0
940,709.0
941,874.0
942,646.0
943,106.0
944,312.0
945,6.0
946,1346.0
947,509.0
948,434.0
949,843.0
950,663.0
951,922.0
952,1177.0
953,1115.0
954,1115.0
955,30707.0
956,23552.0
957,4995.0
958,798.0
959,177.0
960,93.0
961,331.0
962,290.0
963,614.0
964,96.0
965,211.0
966,415.0
967,71.0
968,492.0
969,474.0
970,667.0
971,166.0
972,1.0
973,1599.0
974,851.0
975,470.0
976,67.0
977,1401.0
978,1626.0
979,1540.0
980,59.0
981,182.0
982,202.0
983,488.0
984,54.0
985,455.0
986,719.0
987,357.0
988,2.0
989,447.0
990,192.0
991,375.0
992,555.0
993,75.0
994,0.0
995,2698.0
996,233.0
997,1315.0
998,1379.0
999,331.0
1000,2412.0
1001,232.0
1002,319.0
1003,807.0
1004,1168.0
1005,0.0
1006,0.0
1007,30593.0
1008,25907.0
1009,2143.0
1010,1432.0
1011,1036.0
1012,709.0
1013,704.0
1014,455.0
1015,264.0
1016,674.0
1017,666.0
1018,2918.0
1019,937.0
1020,12945.0
1021,11246.0
1022,13916.0
1023,3363.0
1024,3069.0
1025,13969.0
1026,13266.0
1027,14271.0
1028,14697.0
1029,15224.0
1030,5568.0
1031,4434.0
1032,2718.0
1033,3914.0
1034,3365.0
1035,4156.0
1036,497.0
1037,5194.0
1038,5408.0
1039,5912.0
1040,5416.0
1041,14783.0
1042,13009.0
1043,13101.0
1044,12755.0
1045,13662.0
1046,12643.0
1047,13246.0
1048,14273.0
1049,13561.0
1050,14321.0
1051,14619.0
1052,13529.0
1053,10232.0
1054,11350.0
1055,11716.0
1056,11195.0
1057,11178.0
1058,11724.0
1059,13696.0
1060,13284.0
1061,759.0
1062,14905.0
1063,14266.0
1064,17637.0
1065,4405.0
1066,894.0
1067,109.0
1068,25.0
1069,1093.0
1070,76.0
1071,21.0
1072,408.0
1073,1217.0
1074,10756.0
1075,8061.0
1076,1293.0
1077,1545.0
1078,374.0
1079,2905.0
1080,1435.0
1081,2096.0
1082,2203.0
1083,150.0
1084,3148.0
1085,3292.0
1086,90.0
1087,3290.0
1088,3981.0
1089,1773.0
1090,2618.0
1091,350.0
1092,1826.0
1093,2329.0
1094,763.0
1095,946.0
1096,76.0
1097,1259.0
1098,2366.0
1099,314.0
1100,2588.0
1101,1675.0
1102,4542.0
1103,3869.0
1104,5554.0
1105,2793.0
1106,2404.0
1107,144.0
1108,1237.0
1109,70.0
1110,929.0
1111,231.0
1112,10553.0
1113,10395.0
1114,9888.0
1115,10277.0
1116,10831.0
1117,10796.0
1118,9811.0
1119,9691.0
1120,10170.0
1121,7381.0
1122,752.0
1123,3871.0
1124,1820.0
1125,348.0
1126,10109.0
1127,9378.0
1128,8760.0
1129,10635.0
1130,11182.0
1131,12865.0
1132,1108.0
1133,11594.0
1134,11198.0
1135,3569.0
1136,2360.0
1137,187.0
1138,2705.0
1139,1242.0
1140,289.0
1141,289.0
1142,1249.0
1143,924.0
1144,1184.0
1145,923.0
1146,983.0
1147,1496.0
1148,513.0
1149,53.0
1150,442.0
1151,19777.0
1152,19394.0
1153,65.0
1154,408.0
1155,312.0
1156,3067.0
1157,3472.0
1158,318.0
1159,511.0
1160,315.0
1161,3309.0
1162,358.0
1163,1740.0
1164,18852.0
1165,542.0
1166,423.0
1167,1693.0
1168,398.0
1169,14715.0
1170,639.0
1171,781.0
1172,13553.0
1173,1440.0
1174,1295.0
1175,7.0
1176,346.0
1177,16173.0
1178,774.0
1179,2155.0
1180,188.0
1181,5.0
1182,1155.0
1183,29615.0
1184,25921.0
1185,7916.0
1186,9403.0
1187,9453.0
1188,9106.0
1189,9360.0
1190,10267.0
1191,10063.0
1192,7184.0
1193,2791.0
1194,4800.0
1195,969.0
1196,2299.0
1197,577.0
1198,483.0
1199,3187.0
1200,3229.0
1201,924.0
1202,324.0
1203,920.0
1204,1832.0
1205,275.0
1206,2627.0
1207,1460.0
1208,844.0
1209,2075.0
1210,2809.0
1211,2588.0
1212,2532.0
1213,2329.0
1214,4486.0
1215,2187.0
1216,1163.0
1217,4538.0
1218,310.0
1219,791.0
1220,577.0
1221,432.0
1222,18.0
1223,755.0
1224,439.0
1225,507.0
1226,1214.0
1227,1084.0
1228,879.0
1229,251.0
1230,815.0
1231,1850.0
1232,3883.0
1233,792.0
1234,575.0
1235,560.0
1236,381.0
1237,6732.0
1238,5731.0
1239,6008.0
1240,6817.0
1241,6343.0
1242,5192.0
1243,1146.0
1244,248.0
1245,225.0
1246,579.0
1247,893.0
1248,1899.0
1249,6116.0
1250,5389.0
1251,5035.0
1252,5341.0
1253,1680.0
1254,1007.0
1255,901.0
1256,1735.0
1257,572.0
1258,3151.0
1259,2552.0
1260,1742.0
1261,2155.0
1262,2825.0
1263,2669.0
1264,272.0
1265,643.0
1266,5631.0
1267,6393.0
1268,6345.0
1269,4761.0
1270,4709.0
1271,6322.0
1272,1166.0
1273,998.0
1274,1079.0
1275,1298.0
1276,270.0
1277,1356.0
1278,2255.0
1279,23106.0
1280,20317.0
1281,735.0
1282,2008.0
1283,209.0
1284,359.0
1285,1600.0
1286,1770.0
1287,1286.0
1288,2034.0
1289,1951.0
1290,1820.0
1291,1618.0
1292,1048.0
1293,1233.0
1294,1270.0
1295,243.0
1296,460.0
1297,1777.0
1298,1705.0
1299,1066.0
1300,1673.0
1301,106.0
1302,1637.0
1303,1377.0
1304,2325.0
1305,975.0
1306,706.0
1307,935.0
1308,405.0
1309,1178.0
1310,1062.0
1311,1078.0
1312,1727.0
1313,2506.0
1314,2419.0
1315,2161.0
1316,2497.0
1317,2594.0
1318,8323.0
1319,7606.0
1320,6947.0
1321,6814.0
1322,6280.0
1323,7036.0
1324,358.0
1325,6795.0
1326,7231.0
1327,1851.0
1328,1015.0
1329,1047.0
1330,351.0
1331,833.0
1332,1225.0
1333,2995.0
1334,366.0
1335,225.0
1336,390.0
1337,906.0
1338,2861.0
1339,217.0
1340,1207.0
1341,1283.0
1342,1037.0
1343,1459.0
1344,1492.0
1345,900.0
1346,289.0
1347,70.0
1348,1284.0
1349,1090.0
1350,847.0
1351,600.0
1352,1157.0
1353,1246.0
1354,1142.0
1355,1.0
1356,358.0
1357,512.0
1358,1748.0
1359,798.0
1360,509.0
1361,390.0
1362,301.0
1363,408.0
1364,113.0
1365,1241.0
1366,2194.0
1367,622.0
1368,625.0
1369,623.0
1370,986.0
1371,736.0
1372,1110.0
1373,9754.0
1374,8771.0
1375,7833.0
1376,7587.0
1377,7073.0
1378,6295.0
1379,2890.0
1380,4258.0
1381,3089.0
1382,3092.0
1383,20.0
1384,1978.0
1385,439.0
1386,366.0
1387,499.0
1388,569.0
1389,355.0
1390,360.0
1391,928.0
1392,122.0
1393,809.0
1394,1106.0
1395,115.0
1396,624.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,25409.0
1408,6530.0
1409,22741.0
1410,5209.0
1411,463.0
1412,1190.0
1413,796.0
1414,1661.0
1415,885.0
1416,837.0
1417,888.0
1418,1316.0
1419,686.0
1420,9040.0
1421,11153.0
1422,1274.0
1423,1139.0
1424,1217.0
1425,71.0
1426,48.0
1427,316.0
1428,435.0
1429,343.0
1430,48.0
1431,362.0
1432,770.0
1433,1767.0
1434,1168.0
1435,10389.0
1436,1584.0
1437,2126.0
1438,2011.0
1439,2833.0
1440,4079.0
1441,2134.0
1442,2453.0
1443,1262.0
1444,4012.0
1445,3652.0
1446,2872.0
1447,979.0
1448,1273.0
1449,2641.0
1450,5240.0
1451,5158.0
1452,4785.0
1453,5506.0
1454,6331.0
1455,5067.0
1456,4616.0
1457,5527.0
1458,5180.0
1459,4006.0
1460,2403.0
1461,3662.0
1462,3096.0
1463,3135.0
1464,345.0
1465,398.0
1466,2594.0
1467,2859.0
1468,963.0
1469,4550.0
1470,3169.0
1471,2524.0
1472,3200.0
1473,99.0
1474,987.0
1475,0.0
1476,1026.0
1477,28083.0
1478,23460.0
1479,3247.0
1480,930.0
1481,8746.0
1482,7942.0
1483,7345.0
1484,8461.0
1485,8793.0
1486,9456.0
1487,3041.0
1488,1355.0
1489,1200.0
1490,1073.0
1491,2102.0
1492,393.0
1493,1159.0
1494,446.0
1495,2168.0
1496,384.0
1497,106.0
1498,6.0
1499,408.0
1500,1108.0
1501,1153.0
1502,1308.0
1503,556.0
1504,281.0
1505,862.0
1506,282.0
1507,690.0
1508,985.0
1509,2448.0
1510,367.0
1511,2.0
1512,577.0
1513,145.0
1514,159.0
1515,883.0
1516,721.0
1517,456.0
1518,1569.0
1519,14122.0
1520,12453.0
1521,12897.0
1522,12905.0
1523,11293.0
1524,12663.0
1525,1218.0
1526,2983.0
1527,793.0
1528,793.0
1529,360.0
1530,359.0
1531,359.0
1532,441.0
1533,441.0
1534,0.0
1535,20657.0
1536,17237.0
1537,1175.0
1538,630.0
1539,1930.0
1540,533.0
1541,113.0
1542,348.0
1543,536.0
1544,463.0
1545,78.0
1546,1012.0
1547,853.0
1548,58.0
1549,338.0
1550,453.0
1551,886.0
1552,374.0
1553,405.0
1554,146.0
1555,104.0
1556,112.0
1557,109.0
1558,44.0
1559,1044.0
1560,1091.0
1561,1111.0
1562,4265.0
1563,3605.0
1564,1832.0
1565,7133.0
1566,5889.0
1567,6486.0
1568,6167.0
1569,1143.0
1570,1657.0
1571,684.0
1572,1601.0
1573,1739.0
1574,1228.0
1575,1071.0
1576,1105.0
1577,2546.0
1578,951.0
1579,10128.0
1580,9838.0
1581,8238.0
1582,9147.0
1583,9701.0
1584,9382.0
1585,593.0
1586,1472.0
1587,328.0
1588,9761.0
1589,7994.0
1590,7887.0
1591,7977.0
1592,7822.0
1593,8437.0
1594,498.0
1595,1592.0
1596,1638.0
1597,1538.0
1598,1272.0
1599,1552.0
1600,1403.0
1601,826.0
1602,27375.0
1603,21095.0
1604,5746.0
1605,1388.0
1606,1091.0
1607,1411.0
1608,301.0
1609,326.0
1610,1203.0
1611,1140.0
1612,34.0
1613,750.0
1614,699.0
1615,2188.0
1616,2225.0
1617,636.0
1618,1016.0
1619,869.0
1620,463.0
1621,902.0
1622,1343.0
1623,744.0
1624,612.0
1625,1146.0
1626,1353.0
1627,492.0
1628,629.0
1629,1870.0
1630,786.0
1631,494.0
1632,1037.0
1633,1052.0
1634,1328.0
1635,441.0
1636,547.0
1637,925.0
1638,3925.0
1639,2321.0
1640,2200.0
1641,2419.0
1642,2022.0
1643,2450.0
1644,1063.0
1645,1354.0
1646,2804.0
1647,1997.0
1648,3438.0
1649,2337.0
1650,2792.0
1651,3965.0
1652,3040.0
1653,2983.0
1654,3470.0
1655,5375.0
1656,635.0
1657,57.0
1658,950.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,29681.0
1664,24408.0
1665,390.0
1666,4000.0
1667,2724.0
1668,3083.0
1669,269.0
1670,773.0
1671,2057.0
1672,2571.0
1673,2828.0
1674,2506.0
1675,2046.0
1676,2191.0
1677,2714.0
1678,2752.0
1679,2035.0
1680,436.0
1681,781.0
1682,68.0
1683,1877.0
1684,2035.0
1685,2548.0
1686,2064.0
1687,1566.0
1688,1710.0
1689,2415.0
1690,2395.0
1691,2309.0
1692,2471.0
1693,337.0
1694,499.0
1695,13.0
1696,464.0
1697,1159.0
1698,3111.0
1699,314.0
1700,233.0
1701,441.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,381.0
1707,308.0
1708,654.0
1709,724.0
1710,849.0
1711,2425.0
1712,873.0
1713,559.0
1714,2538.0
1715,1231.0
1716,1656.0
1717,2793.0
1718,2169.0
1719,1978.0
1720,1711.0
1721,2091.0
1722,2472.0
1723,2841.0
1724,3351.0
1725,2798.0
1726,238.0
1727,570.0
1728,902.0
1729,1329.0
1730,1907.0
1731,1282.0
1732,2206.0
1733,1810.0
1734,2209.0
1735,2532.0
1736,2208.0
1737,1314.0
1738,1506.0
1739,1846.0
1740,1648.0
1741,2260.0
1742,2401.0
1743,389.0
1744,1094.0
1745,36.0
1746,5638.0
1747,6473.0
1748,5701.0
1749,4912.0
1750,4508.0
1751,6145.0
1752,1592.0
1753,1803.0
1754,1379.0
1755,1321.0
1756,104.0
1757,6316.0
1758,6389.0
1759,5931.0
1760,5536.0
1761,5562.0
1762,5414.0
1763,6029.0
1764,6265.0
1765,1756.0
1766,2425.0
1767,1790.0
1768,1545.0
1769,1860.0
1770,1335.0
1771,605.0
1772,1014.0
1773,869.0
1774,1049.0
1775,110.0
1776,207.0
1777,392.0
1778,6.0
1779,970.0
1780,7499.0
1781,5516.0
1782,5213.0
1783,6113.0
1784,6363.0
1785,6584.0
1786,6818.0
1787,6108.0
1788,6160.0
1789,6839.0
1790,6812.0
1791,15162.0
1792,20662.0
1793,1014.0
1794,1040.0
1795,1983.0
1796,1644.0
1797,1240.0
1798,2249.0
1799,649.0
1800,140.0
1801,334.0
1802,595.0
1803,3314.0
1804,55.0
1805,1270.0
1806,785.0
1807,1645.0
1808,1143.0
1809,6588.0
1810,6216.0
1811,5756.0
1812,2287.0
1813,2136.0
1814,6988.0
1815,1326.0
1816,1062.0
1817,28986.0
1818,24532.0
1819,3165.0
1820,1839.0
1821,388.0
1822,764.0
1823,335.0
1824,1401.0
1825,263.0
1826,561.0
1827,1103.0
1828,419.0
1829,987.0
1830,1050.0
1831,786.0
1832,1644.0
1833,1185.0
1834,364.0
1835,105.0
1836,255.0
1837,0.0
1838,678.0
1839,1571.0
1840,2174.0
1841,75.0
1842,515.0
1843,515.0
1844,103.0
1845,418.0
1846,422.0
1847,392.0
1848,149.0
1849,700.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,254.0
1860,254.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,441.0
1874,441.0
1875,1683.0
1876,6443.0
1877,3901.0
1878,9269.0
1879,5735.0
1880,5733.0
1881,7146.0
1882,4404.0
1883,8768.0
1884,8078.0
1885,9342.0
1886,9268.0
1887,6594.0
1888,2633.0
1889,1038.0
1890,1643.0
1891,3097.0
1892,3211.0
1893,1215.0
1894,1100.0
1895,870.0
1896,617.0
1897,2029.0
1898,81.0
1899,360.0
1900,0.0
1901,0.0
1902,1113.0
1903,2451.0
1904,2262.0
1905,2696.0
1906,2181.0
1907,29292.0
1908,26295.0
1909,3674.0
1910,780.0
1911,357.0
1912,443.0
1913,446.0
1914,962.0
1915,772.0
1916,886.0
1917,6635.0
1918,7101.0
1919,26552.0
1920,22754.0
1921,2818.0
1922,5662.0
1923,834.0
1924,3677.0
1925,3076.0
1926,3675.0
1927,4356.0
1928,5911.0
1929,4987.0
1930,4666.0
1931,4754.0
1932,4334.0
1933,5453.0
1934,3846.0
1935,2315.0
1936,1966.0
1937,2571.0
1938,2262.0
1939,2049.0
1940,4766.0
1941,5976.0
1942,5992.0
1943,5920.0
1944,5579.0
1945,5347.0
1946,924.0
1947,5231.0
1948,5313.0
1949,6081.0
1950,5795.0
1951,6008.0
1952,6331.0
1953,5290.0
1954,5166.0
1955,5796.0
1956,6220.0
1957,6116.0
1958,6236.0
1959,6144.0
1960,5098.0
1961,4796.0
1962,4441.0
1963,2406.0
1964,4055.0
1965,3172.0
1966,2670.0
1967,4051.0
1968,4198.0
1969,3777.0
1970,4920.0
1971,1187.0
1972,4160.0
1973,4527.0
1974,4582.0
1975,4297.0
1976,3830.0
1977,4402.0
1978,4640.0
1979,4727.0
