frame,distances
0,0.0
1,5015.0
2,4813.0
3,3852.0
4,3554.0
5,4537.0
6,3226.0
7,4497.0
8,4394.0
9,4149.0
10,4066.0
11,4756.0
12,5069.0
13,4146.0
14,3789.0
15,3725.0
16,16399.0
17,14420.0
18,30.0
19,125.0
20,1710.0
21,1195.0
22,4109.0
23,4173.0
24,4527.0
