frame,127,255,0,None
0,6431.0,284449.0,0.0,0.0
1,54.0,290880.0,290880.0,0.0
2,52.0,290880.0,290880.0,0.0
3,61.0,290880.0,290880.0,0.0
4,92.0,9365.0,290880.0,0.0
5,16.0,9371.0,290880.0,0.0
6,13.0,11994.0,290880.0,0.0
7,16.0,12693.0,290880.0,0.0
8,19.0,5184.0,290880.0,0.0
9,24.0,4913.0,290880.0,0.0
10,25.0,5791.0,290880.0,0.0
11,25.0,8082.0,290880.0,0.0
12,11.0,8161.0,290880.0,0.0
13,13.0,8090.0,290880.0,0.0
14,7.0,7794.0,290880.0,0.0
15,6.0,4797.0,281461.0,0.0
16,8.0,4922.0,281457.0,0.0
17,3.0,4091.0,278825.0,0.0
18,5.0,2956.0,278095.0,0.0
19,5.0,2886.0,285680.0,0.0
20,5.0,2908.0,285954.0,0.0
21,2.0,3141.0,285073.0,0.0
22,4.0,3048.0,282779.0,0.0
23,5.0,2829.0,282695.0,0.0
24,6.0,2999.0,282765.0,0.0
25,5.0,3004.0,283061.0,0.0
26,5.0,3135.0,286072.0,0.0
27,6.0,3070.0,285945.0,0.0
28,4.0,2892.0,286782.0,0.0
29,4.0,2801.0,287918.0,0.0
30,5.0,2827.0,287986.0,0.0
31,4.0,2643.0,287969.0,0.0
32,4.0,2607.0,287734.0,0.0
33,6.0,2654.0,287827.0,0.0
34,17.0,2570.0,288046.0,0.0
35,15.0,2523.0,287879.0,0.0
36,16.0,2724.0,287872.0,0.0
37,16.0,273496.0,287740.0,0.0
38,17.0,273496.0,287804.0,0.0
39,26.0,273681.0,287983.0,0.0
40,21.0,273653.0,288074.0,0.0
41,57.0,273686.0,288047.0,0.0
42,24.0,273115.0,288233.0,0.0
43,27.0,270449.0,288269.0,0.0
44,19.0,267952.0,288221.0,0.0
45,17.0,256958.0,288306.0,0.0
46,80.0,252771.0,288353.0,0.0
47,88.0,246980.0,288150.0,0.0
48,73.0,241201.0,17367.0,0.0
49,90.0,49284.0,17369.0,0.0
50,115.0,50145.0,17183.0,0.0
51,117.0,49691.0,17211.0,0.0
52,119.0,57178.0,17177.0,0.0
53,94.0,62403.0,17739.0,0.0
54,111.0,72724.0,20410.0,0.0
55,88.0,79688.0,22871.0,0.0
56,107.0,86434.0,33898.0,0.0
57,108.0,87462.0,38082.0,0.0
58,126.0,92706.0,43881.0,0.0
59,129.0,92394.0,49662.0,0.0
60,117.0,91866.0,241516.0,0.0
61,118.0,91465.0,240647.0,0.0
62,122.0,90678.0,241116.0,0.0
63,115.0,91024.0,233612.0,0.0
64,119.0,89266.0,228362.0,0.0
65,114.0,87828.0,218039.0,0.0
66,111.0,86919.0,211073.0,0.0
67,110.0,85057.0,204352.0,0.0
68,173.0,83208.0,203307.0,0.0
69,169.0,82452.0,198086.0,0.0
70,202.0,80510.0,198379.0,0.0
71,196.0,79206.0,198906.0,0.0
72,212.0,77898.0,199289.0,0.0
73,234.0,74129.0,200073.0,0.0
74,209.0,71771.0,199739.0,0.0
75,208.0,64592.0,201496.0,0.0
76,210.0,65036.0,202930.0,0.0
77,281.0,64617.0,203846.0,0.0
78,274.0,64051.0,205704.0,0.0
79,271.0,63615.0,207558.0,0.0
80,267.0,185446.0,208317.0,0.0
81,267.0,185049.0,210260.0,0.0
82,274.0,184989.0,211501.0,0.0
83,278.0,184849.0,212813.0,0.0
84,277.0,184677.0,216549.0,0.0
85,339.0,184408.0,218913.0,0.0
86,279.0,184181.0,226076.0,0.0
87,320.0,183989.0,225610.0,0.0
88,290.0,183348.0,226054.0,0.0
89,263.0,178246.0,226621.0,0.0
90,282.0,176537.0,227055.0,0.0
91,229.0,170055.0,105153.0,0.0
92,223.0,160391.0,105557.0,0.0
93,264.0,153279.0,105620.0,0.0
94,288.0,148128.0,105764.0,0.0
95,264.0,137763.0,105936.0,0.0
96,321.0,139066.0,106198.0,0.0
97,322.0,134111.0,106421.0,0.0
98,281.0,126823.0,106614.0,0.0
99,220.0,128180.0,107193.0,0.0
100,137.0,123058.0,112355.0,0.0
101,131.0,115879.0,114023.0,0.0
102,130.0,30620.0,120535.0,0.0
103,125.0,30165.0,130226.0,0.0
104,113.0,29907.0,137319.0,0.0
105,104.0,31723.0,142523.0,0.0
106,139.0,31409.0,152894.0,0.0
107,135.0,32595.0,151550.0,0.0
108,144.0,32327.0,156481.0,0.0
109,139.0,33180.0,163793.0,0.0
110,128.0,33038.0,162379.0,0.0
111,123.0,33844.0,167500.0,0.0
112,144.0,33541.0,174720.0,0.0
113,143.0,33840.0,260040.0,0.0
114,162.0,33484.0,260578.0,0.0
115,159.0,34284.0,260842.0,0.0
116,185.0,33666.0,259027.0,0.0
117,185.0,34595.0,259346.0,0.0
118,172.0,34024.0,258172.0,0.0
119,175.0,36007.0,258449.0,0.0
120,193.0,35912.0,257561.0,0.0
121,176.0,35861.0,257707.0,0.0
122,167.0,35364.0,256892.0,0.0
123,198.0,218914.0,257200.0,0.0
124,198.0,217893.0,256912.0,0.0
125,205.0,218909.0,257273.0,0.0
126,171.0,219837.0,256452.0,0.0
127,176.0,220688.0,257071.0,0.0
128,181.0,220423.0,256123.0,0.0
129,162.0,220044.0,256697.0,0.0
130,212.0,220287.0,254688.0,0.0
131,212.0,220020.0,254783.0,0.0
132,176.0,219901.0,254847.0,0.0
133,161.0,220113.0,255341.0,0.0
134,173.0,220128.0,71773.0,0.0
135,215.0,219809.0,72811.0,0.0
136,267.0,219596.0,71804.0,0.0
137,230.0,219921.0,70845.0,0.0
