frame,255,R,G,B,0
148,211673.0,45.521571323799044,64.70396956362303,68.49607169050239,69553.0
149,206248.0,45.66891157865786,65.22355725155849,69.15062110377704,65539.0
150,204869.0,45.670523927392736,65.29508159149248,69.17068779794646,61777.0
151,203448.0,45.464299138247156,65.36840163182985,69.4016994407774,63933.0
152,202353.0,46.20371630913091,65.79766914191418,70.0696014393106,63590.0
153,201434.0,47.18705422625596,65.46189150165017,69.66747799779978,65033.0
154,199768.0,45.91396566740007,64.78141043270993,69.52942794279429,66467.0
155,197860.0,45.96510473964063,64.46863540520718,68.97824188668866,59434.0
156,138000.0,45.950120324532456,64.40133044554456,68.94432755775577,63369.0
157,120696.0,45.96603295746241,64.39840827832784,68.95719999083242,65677.0
158,109865.0,45.346675605060504,63.54648079391272,68.03807641180785,67671.0
159,101781.0,45.2712962962963,64.0365992849285,67.96701159699303,79207.0
160,239796.0,45.27113815548221,64.03671960946095,67.96651196369638,84632.0
161,206328.0,45.27136849101577,64.03684222588926,67.96519412357902,86011.0
162,236191.0,45.19726462229556,64.59769893656032,68.02686331133113,87432.0
163,235666.0,45.290510405207186,65.05299894572791,68.15522208470847,88527.0
164,234275.0,45.29033736707004,65.05333470847084,68.15420562889622,89446.0
165,232269.0,45.29048519435277,65.05327855702237,68.1544290887422,91112.0
166,233006.0,45.2379033736707,65.06688554272094,68.2277090209021,93020.0
167,230658.0,45.287550421708836,65.09860194352768,68.26352906123945,152880.0
168,231818.0,45.28585900256692,65.09937889622296,68.25939448111478,170184.0
169,231207.0,45.226190639897325,64.9920345159516,68.18836175284196,181015.0
170,229980.0,45.21712733773377,64.98487921708838,68.18227333149981,189099.0
171,229774.0,45.216807618261825,64.98486546571324,68.18165566556655,51084.0
172,229604.0,45.29176063439677,64.98128094059406,68.1305899339934,84552.0
173,228760.0,45.2922465163183,64.98169118995233,68.1314333516685,54689.0
174,228556.0,52.43407017785112,60.94034195086175,63.8374266593326,55214.0
175,228181.0,52.31586450311698,60.994709158415844,63.856822973964064,56605.0
176,227872.0,52.31493857719105,60.99478364503117,63.85587183718372,58611.0
177,227358.0,52.31940777411074,60.99523858635864,63.862109231756506,57874.0
178,227025.0,52.12835762742941,60.98228135313531,63.9140928676201,60222.0
179,226773.0,52.06196828016135,60.98117780528053,63.97458516685002,59062.0
180,225409.0,52.390469151081774,61.17127796112945,63.9930246149615,59673.0
181,223006.0,52.39474582874954,61.171057939127245,63.9967936376971,60900.0
182,218995.0,52.494309222588925,61.18149867070041,63.90991588742207,61106.0
183,213722.0,52.58561376971031,61.21355541804181,63.902445452878624,61276.0
184,210375.0,52.5831282086542,61.21319329849651,63.90067381738174,62120.0
185,208335.0,52.621504858819215,61.212308626696,63.882513980564724,62324.0
186,206708.0,52.69219724055739,61.23423404840484,63.7886081316465,62699.0
187,204033.0,52.69976737257059,61.23320842500917,63.79447767693436,63008.0
188,201464.0,52.69716148698203,61.30550055005501,63.80995255775578,63522.0
189,199728.0,52.70131554822149,61.306602951961864,63.81554019985332,63855.0
190,197220.0,52.69667789695636,61.309884946828014,63.812283415841584,64107.0
191,195108.0,52.70296800513385,61.31373074807481,63.819701136780346,65471.0
192,192747.0,52.6311846809681,61.3132700770077,63.875456087275396,67874.0
193,190172.0,52.62736065273194,61.309305097176384,63.870740511551155,71885.0
194,186070.0,52.63282797029703,61.30391914191419,63.87318252658599,77158.0
195,182780.0,52.6189620003667,61.23813485515218,63.8417170883755,80505.0
196,177833.0,52.61928057389072,61.23774179501284,63.843087642097544,82545.0
197,173470.0,52.692763338833885,61.23499381188119,63.78601943527686,84172.0
198,164910.0,52.699475155848916,61.23450220022002,63.790574578291164,86847.0
199,155928.0,52.67041850018335,61.18399569123579,63.72343921892189,89416.0
200,158713.0,52.67060758159149,61.18410570223689,63.72352401906857,91152.0
201,155990.0,52.68215529886322,61.22044829482948,63.74261780344701,93660.0
202,67326.0,52.66130248441511,61.236814723138984,63.726594013568025,95772.0
203,65527.0,52.650831958195816,61.23060139347268,63.712333837550425,98133.0
204,66902.0,52.579157499083244,61.22895810414375,63.7705468463513,100708.0
205,68793.0,52.578645260359366,61.22800238357169,63.77294302346901,104810.0
206,66044.0,52.60545700403374,61.22642670517052,63.78986523652365,108100.0
207,63112.0,52.61652915291529,61.1883881096443,63.780002062706274,113047.0
208,62284.0,52.62069238173817,61.188565731573156,63.78217134213421,117410.0
209,57359.0,52.60773514851485,61.21539810231023,63.804901219288595,125970.0
210,56802.0,52.68332072790612,61.212946919691966,63.75185414374771,134952.0
211,56110.0,52.70211198203154,61.23629446277961,63.78998899889989,132167.0
212,53231.0,52.7006600660066,61.236617620095345,63.789158186651996,134890.0
213,52119.0,52.70126512651265,61.23622685185185,63.79372937293729,223554.0
214,51921.0,52.66812545837917,61.31943069306931,63.92626054272094,225353.0
215,51491.0,52.58970480381372,61.309896406307296,63.992461954528785,223978.0
216,51161.0,52.59835900256692,61.30828061972864,64.00164328932894,222087.0
217,49100.0,52.56526517235057,61.3096316923359,64.03380660982765,224836.0
218,49289.0,52.4743399339934,61.36188233406674,64.14477218555189,227768.0
219,49138.0,52.34539099743308,61.343351210121014,64.07254881738174,228596.0
220,49317.0,52.34429317931793,61.2769068573524,64.04759923909057,233521.0
221,49430.0,52.340991703337004,61.27702832783278,64.04108452511917,234078.0
222,49189.0,52.33747478914558,61.28017280894756,64.0391134946828,234770.0
223,49156.0,52.33824830399707,61.28876627246058,64.03522185551888,237649.0
224,48765.0,52.40553378254492,61.27884236340301,63.98063348001467,238761.0
225,48632.0,52.464724284928494,61.30294394022736,64.04448111477815,238959.0
226,48556.0,52.46317840117345,61.37153121562156,64.05995141180784,239389.0
227,48303.0,52.46043385588559,61.35426292629263,64.05175903006968,239719.0
228,47867.0,52.453323248991566,61.35367734690136,64.04501054272095,241780.0
229,47808.0,52.46374908324166,61.3527216263293,64.05135909424276,241591.0
230,47595.0,52.38711839933993,61.341638017968464,64.10272048038136,241742.0
231,47411.0,52.3880294279428,61.341588742207556,64.10344930326366,241563.0
232,47431.0,52.36919118995233,61.34354602126879,64.08926132196552,241450.0
233,46906.0,52.366579574624126,61.31013476347635,64.08316258709205,241691.0
234,46828.0,52.33486661166117,61.26393243491016,64.03407590759076,241724.0
235,46527.0,52.34341079941328,61.28112165383205,64.03750343784378,242115.0
236,46061.0,52.418195361202784,61.27776402640264,63.98645031169784,242248.0
237,45587.0,52.41876260542721,61.277670058672534,63.98667033370004,242324.0
238,45212.0,52.43060253942061,61.27871516318299,64.00638407590759,242577.0
239,44824.0,52.4330101760176,61.27874266593326,64.00884671800513,243013.0
240,43981.0,52.468214842317565,61.365625,64.05891547488082,243072.0
241,43426.0,52.42557526585992,61.322194719471945,64.02295219105244,243285.0
242,42792.0,52.35873097726439,61.32123441510818,64.08105748074807,243469.0
243,39872.0,52.37910936927026,61.36043385588559,64.10059016318299,243449.0
244,39677.0,52.3840896589659,61.36080628896223,64.10570911257793,243974.0
245,37207.0,52.38529405023836,61.36236019435277,64.1071255042171,244052.0
246,36544.0,52.36138957645765,61.29816533736707,64.06535111844518,244353.0
