frame,R,G,B,diffR,diffG,diffB
0,0.004238861386138614,0.009498762376237624,0.03645145764576457,0.0,0.0,0.0
1,0.0004091034103410341,0.0055968096809680965,0.000966034103410341,-0.00382975797579758,-0.003901952695269527,-0.03548542354235423
2,0.0004056655665566557,0.0,0.000966034103410341,-3.437843784378429e-06,-0.0055968096809680965,0.0
3,0.0,0.0,0.0,-0.0004056655665566557,0.0,-0.000966034103410341
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,193.7880947469747,185.51086014851487,206.82259007150716,193.7880947469747,185.51086014851487,206.82259007150716
16,193.82954826732674,185.51579689218923,206.86308787128712,0.041453520352035866,0.004936743674363697,0.04049779977995627
17,193.8088455720572,185.50878369086908,206.84139851485148,-0.020702695269534388,-0.00701320132014871,-0.02168935643564396
18,193.606999449945,185.49713283828382,206.71745737073707,-0.2018461221122152,-0.011650852585262328,-0.12394114411441137
19,193.598676430143,185.49620805830583,206.71345915841584,-0.008323019801991904,-0.0009247799779927846,-0.003998212321221217
20,193.7504366061606,185.51166460396038,206.80978754125414,0.1517601760176035,0.01545654565455834,0.09632838283829415
21,193.64793729372937,185.51991886688668,206.71391639163917,-0.10249931243123456,0.008254262926300271,-0.09587114961496468
22,193.67695269526953,185.52203314081407,206.7345262651265,0.02901540154016402,0.0021142739273898314,0.020609873487330788
23,193.5393736248625,185.50641845434544,206.682525440044,-0.13757907040704254,-0.015614686468637728,-0.05200082508250148
24,193.60841240374037,185.49942244224422,206.7735457920792,0.06903877887788212,-0.0069960121012115906,0.09102035203520131
25,193.49371218371837,185.49866611661167,206.65595434543454,-0.11470022002200153,-0.0007563256325511247,-0.11759144664466703
26,193.50059818481847,185.485475110011,206.67978547854784,0.006886001100099293,-0.013191006600663968,0.02383113311330476
27,193.47318138063807,185.4912575632563,206.6503059680968,-0.027416804180404597,0.005782453245302577,-0.029479510451039914
28,193.44294898239824,185.488424779978,206.63119499449945,-0.030232398239832037,-0.0028327832783077156,-0.019110973597349812
29,193.41115236523652,185.491948569857,206.60589933993398,-0.03179661716171722,0.0035237898789830524,-0.02529565456546834
30,193.49568206820683,185.47424367436744,206.64239892739275,0.0845297029703147,-0.017704895489544015,0.03649958745876347
31,193.4587149339934,185.47463558855887,206.61583814631464,-0.03696713421342679,0.00039191419142525774,-0.026560781078103446
32,193.50982879537955,185.5209467821782,206.65245118261825,0.051113861386141934,0.04631119361934566,0.03661303630360635
33,193.4398308580858,185.5129847359736,206.5930452420242,-0.06999793729374915,-0.00796204620462504,-0.059405940594047024
34,193.50146452145214,185.48724903740373,206.6700495049505,0.06163366336633658,-0.025735698569860688,0.07700426292629459
35,193.63410341034103,185.49318963146314,206.77168248074807,0.13263888888889142,0.005940594059410387,0.10163297579757113
36,193.58494224422444,185.50109667216722,206.7298645489549,-0.04916116611659049,0.007907040704083101,-0.04181793179316173
37,193.60137513751374,185.50284997249724,206.74512169966997,0.01643289328930564,0.0017533003300229666,0.015257150715058287
38,193.51156146864687,185.52010794829482,206.67721053355336,-0.08981366886686715,0.01725797579757682,-0.06791116611660186
39,193.4812946919692,185.5246252750275,206.66860561056106,-0.030266776677677854,0.00451732673266747,-0.008604922992304864
40,193.50896589658967,185.5290050880088,206.68509007150715,0.02767120462047501,0.004379812981312625,0.016484460946088575
41,193.5045345159516,185.52756463146315,206.67726210121012,-0.0044313806380671394,-0.0014404565456516139,-0.007827970297029196
42,193.41831683168317,185.49820200770077,206.69043935643563,-0.08621768426843346,-0.02936262376238119,0.013177255225514273
43,193.39684062156215,185.50017189218923,206.66720297029704,-0.021476210121022632,0.0019698844884601385,-0.023236386138592025
44,193.42531971947196,185.48255294279429,206.6710842959296,0.02847909790980907,-0.017618949394943684,0.0038813256325624934
45,193.47151058855886,185.50313187568756,206.65737761276128,0.04619086908689951,0.020578932893272395,-0.013706683168322797
46,193.47706270627063,185.50012376237623,206.66611661166115,0.005552117711772553,-0.003008113311324223,0.008738998899872286
47,193.453523789879,185.49274614961496,206.6260107260726,-0.023538916391629527,-0.007377612761274577,-0.04010588558855943
48,193.4561365511551,185.49195544554456,206.6282143839384,0.0026127612761115415,-0.0007907040703969415,0.002203657865806008
49,193.4532797029703,185.4924986248625,206.62809405940595,-0.0028568481848196825,0.0005431793179297983,-0.00012032453244614771
50,193.40516707920793,185.47011138613863,206.632924229923,-0.04811262376236414,-0.02238723872386572,0.004830170517038823
51,184.64276677667766,221.84314493949395,221.80782109460947,-8.762400302530267,36.37303355335533,15.174896864686474
52,184.66119361936194,221.84566831683168,221.81777021452146,0.018426842684277744,0.0025233773377237867,0.009949119911993876
53,184.71247249724973,221.84875893839384,221.8536303630363,0.05127887788779617,0.003090621562165552,0.03586014851484265
54,184.7119465071507,221.84323088558855,221.84983842134213,-0.0005259900990211008,-0.005528052805289008,-0.0037919416941747386
55,184.51323913641363,221.72278259075907,221.70573432343235,-0.19870737073708256,-0.12044829482948671,-0.14410409790977496
56,184.42357673267327,221.68912266226621,221.61678355335533,-0.0896624037403626,-0.03365992849285249,-0.08895077007701957
57,184.2899889988999,221.64854235423542,221.60367161716172,-0.13358773377336775,-0.040580308030797596,-0.013111936193610063
58,184.27115649064908,221.64503919141913,221.5921892189219,-0.018832508250824276,-0.003503162816286931,-0.011482398239820668
59,183.79572332233224,221.1786303630363,221.12441900440044,-0.47543316831684024,-0.46640882838283915,-0.4677702145214653
60,183.75563806380637,221.17672235973598,221.10401196369637,-0.04008525852586331,-0.001908003300314931,-0.020407040704071733
61,183.75568619361937,221.1773308580858,221.09684405940595,4.812981299551211e-05,0.000608498349834008,-0.0071679042904122525
62,184.20981848184817,221.5598184818482,221.6168557480748,0.4541322882288057,0.3824876237623869,0.520011688668859
63,182.69489823982397,220.1559165291529,220.4528602860286,-1.5149202420242034,-1.4039019526952927,-1.1639954620462163
64,181.70253025302532,218.89940869086908,219.1906696919692,-0.992367986798655,-1.2565078382838237,-1.2621905940594047
65,180.68239823982398,217.63297923542353,217.88861386138615,-1.0201320132013336,-1.2664294554455466,-1.3020558305830434
66,177.1634213421342,213.94935024752476,214.07245599559957,-3.5189768976897824,-3.6836289878987714,-3.816157865786579
67,175.4080961221122,211.67760244774476,211.6319100660066,-1.7553252200220015,-2.2717477997800017,-2.4405459295929575
68,173.8514748349835,210.68505225522551,211.11465896589658,-1.5566212871287064,-0.9925501925192464,-0.5172511001100304
69,171.94424504950496,209.5981538778878,210.7312706270627,-1.9072297854785347,-1.086898377337718,-0.3833883388338677
70,170.56120737073707,208.901275440044,211.06240374037404,-1.3830376787678915,-0.6968784378437931,0.3311331133113242
71,170.28958333333333,208.87102241474147,211.35672786028604,-0.27162403740373975,-0.030253025302528158,0.29432411991200524
72,170.53030115511552,209.95430418041803,212.6231263751375,0.24071782178219792,1.0832817656765599,1.2663985148514598
73,168.58908140814083,208.6612898789879,211.20406009350936,-1.9412197469746957,-1.2930143014301336,-1.4190662816281474
74,168.59525921342134,208.6620805830583,211.20861867436744,0.006177805280515258,0.0007907040703969415,0.004558580858088135
75,168.00900715071506,207.97694238173818,210.47060643564356,-0.5862520627062793,-0.6851382013201146,-0.7380122387238828
76,168.01893220572057,207.97491749174918,210.48075151265127,0.00992505500551033,-0.0020248899890020766,0.010145077007706504
77,168.83800192519251,208.6301051980198,211.01077764026402,0.8190697194719405,0.655187706270624,0.5300261276127571
78,168.83991336633665,208.6315353410341,211.00936812431243,0.0019114411441307766,0.0014301430142893423,-0.001409515951593221
79,169.20182549504952,209.0905390539054,211.33726278877887,0.3619121287128735,0.4590037128712936,0.32789466446644155
80,169.209024339934,209.08629675467546,211.34614273927392,0.007198844884470645,-0.004242299229929358,0.008879950495042976
81,169.40236179867986,209.29206201870187,211.53695338283828,0.19333745874587294,0.20576526402641093,0.19081064356436173
82,169.8037850660066,209.6266089108911,211.82635451045104,0.4014232673267486,0.3345468921892234,0.2894011276127628
83,169.47751650165017,209.11616817931792,211.46451457645765,-0.3262685643564396,-0.5104407315731692,-0.3618399339933944
84,169.47936949944994,209.11633663366337,211.46526746424644,0.001852997799772993,0.00016845434544165983,0.0007528877887921226
85,169.36204620462047,208.69611179867988,211.05215209020903,-0.11732329482947534,-0.42022483498348606,-0.41311537403740317
86,169.3394630088009,208.6913056930693,211.0438428217822,-0.02258319581957835,-0.0048061056105837,-0.008309268426842209
